GeneName	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
GALNT4	2.3692434	0.46290565	3.0830367	2.3025181	-0.46290565	-0.81769633	-0.6444528	-1.2452328
GALNT5	0.10422492	-0.10422492	1.7301652	2.1151512	-1.2106483	-1.1892159	1.710151	-2.0749633
GALNT6	1.6976366	-0.1494484	1.1786051	1.4769678	-0.15940952	-0.3669796	-0.5593524	0.1494484
GALNT7	2.2709463	-1.045747	2.169708	1.691572	-1.1560061	-1.2640865	0.9717972	-0.9717972
GALNT8	-0.7147155	0.55627775	1.2176676	2.256894	0.6461611	-1.1728745	-0.55627775	-2.5565586
GALNT9	2.9773216	2.9282231	-1.1549606	-0.48147917	-0.9934988	0.46422195	0.08648682	-0.08648682
GALNTL1	1.7538013	0.40408468	1.9735503	-1.6983795	-1.1708684	0.24975252	-0.27691412	-0.24975252
GALNTL2	1.9599652	3.423149	-0.76895475	-0.14379549	-0.73765516	-0.61293364	1.8561902	0.14379549
GALNTL4	-0.2221334	-2.8917954	-4.7544165	-5.0215282	1.0731318	1.1549637	0.2221334	1.3756335
GALNTL5	1.9519782	3.545691	-0.76184654	-0.149014	-0.67611074	-0.45638657	0.19555664	0.149014
GALNTL6	1.9866066	3.4414306	-0.82223415	-0.15713596	-0.61654854	-0.38844156	0.21275234	0.15713596
GALP	2.637586	3.571087	-0.7932892	-0.16897058	-0.76393795	-0.599977	0.16897058	2.3103614
GALR1	1.9178262	3.3643618	-0.82040167	-0.14580345	-0.7170844	-0.55701876	0.19302988	0.14580345
GALR2	0.33650398	1.5652714	0.11480951	-1.8057504	-0.9338784	-0.11480951	-0.13296652	0.38036633
GALR3	0.4378476	1.2364321	-0.6089444	-1.5765185	-0.21976519	0.29664278	-0.3327341	0.21976519
GALT	0.03705573	-0.29488492	-0.03705573	-1.4036462	0.16122746	1.0773308	-0.54001737	0.25896192
GAMT	0.53060985	-0.53060985	-4.383807	-3.9269836	-1.2723243	0.58524966	1.0467875	0.9528148
GAN	-1.7649343	-0.28211617	-0.58024573	-0.20376801	0.20376801	1.198972	1.2058842	0.6836946
GANAB	0.15844655	-0.15844655	-0.6503732	-0.19720721	0.7699597	0.24316049	-0.43886018	0.48696256
GANC	0.08858824	-0.5019512	1.057795	0.97211885	-0.15832996	-0.08858824	0.37148428	-0.799335
GAP43	1.757021	3.1332698	-0.53859615	-0.23439169	0.43534184	-0.69099	0.00547266	-0.005473137
GAPDH	-1.99755	0.6965027	-1.1612263	-0.7569828	0.879859	1.0237617	-0.19524145	0.19524193
GAPDHS	1.9009299	3.4019732	-0.82293415	-0.09545708	-0.4035673	-0.5168953	0.14651012	0.0954566
GAPT	6.8913693	3.1720428	-0.17814589	-0.11723423	-0.71693754	-0.5755229	1.8461356	0.11723423
GAPVD1	-0.52444553	0.66674995	-0.26175213	-0.09636402	0.06710005	-0.06710005	0.7033353	0.62577534
GAR1	-0.26738834	0.3514743	0.06816387	0.54391575	-0.27041435	0.017980576	-0.3224368	-0.017980576
GARNL3	1.586812	2.6409473	0.079870224	0.41067314	-1.2224088	-1.085875	-0.079870224	-0.4413123
GARS	-1.0997593	0.24391723	0.15935731	0.3266642	-0.75860286	-0.48548484	-0.15935731	0.52399945
GART	-1.1323168	-0.4657867	4.37E-04	-0.2158587	1.5118558	1.1322191	-4.37E-04	1.1086853
GAS1	0.020561218	-0.020561218	-4.162824	-3.354671	4.0615764	0.7023473	0.24475336	-2.6618323
GAS2	1.553627	2.931911	0.16497326	-0.47574234	-1.0998497	0.7495222	-0.16497278	-0.23337984
GAS2L1	0.2357924	-1.3326852	-0.37952828	-0.39134526	0.056478262	-0.056478262	1.9367716	3.1013458
GAS2L2	1.6835022	3.256803	-0.21824408	-0.3954115	-0.9306011	-0.70308685	0.21824408	1.3046031
GAS2L3	-0.22225356	1.345443	3.037192	3.1859262	0.14755464	-1.4147193	-0.25799203	-0.14755464
GAS5	0.026626587	1.1157098	-0.44793892	0.07207775	-0.77740574	0.52693367	-0.045914173	-0.026626587
GAS6	0.81938195	-0.94547343	0.828841	-0.08306146	0.7434871	0.08306146	-0.44438338	-1.2204564
GAS7	2.235495	2.7997918	-1.2545714	-0.565526	-0.6306839	-0.91232777	2.7229886	0.56552553
GAS8	0.1819849	-1.2509694	1.7760286	2.2373629	-1.7754593	-0.8894725	0.28846312	-0.1819849
GAST	5.7989154	-0.2462225	-3.9579096	-3.0790696	-1.0132933	0.2462225	3.2562208	3.2742229
GATA1	1.8311749	4.37058	-0.87383556	-0.22984028	-0.77254343	-0.030089378	0.09581661	0.030089855
GATA2	1.2342	0.7471905	0.78236103	1.4055715	-0.9943476	-1.3543558	-0.7471905	-2.548283
GATA3	0.2125175	0.6694281	-0.66697	-0.2125175	1.4263799	2.4816968	-2.7106888	-2.7661707
GATA4	3.862268	3.473547	-0.34899712	-0.34248638	-0.824245	0.26294136	0.05269909	-0.052698612
GATA5	4.3313904	3.1536345	-1.0465975	-0.37901402	0.7475667	-0.77244854	0.027720451	-0.027720451
GATA6	4.650551	0.52270484	5.12932	5.0933857	-0.52270484	-3.2420566	-2.5119684	-2.5846412
GATAD1	-0.49146318	-1.5931501	1.2352271	0.7687106	0.12982321	-0.12982321	-0.5364671	0.27469873
GATAD2A	-0.606055	0.08193946	0.066496134	0.56751084	-0.25510478	-0.6003554	-0.066496134	0.25525594
GATAD2B	0.24607706	0.25161266	-0.11064386	-0.25141144	0.11064386	1.1360679	-0.24751377	-0.17450142
GATC	-1.4762595	-0.11005187	-1.0338223	-0.88778424	1.5303724	0.7829168	1.1822731	0.11005187
GATM	2.8887699	-0.1864779	0.8126867	-1.8267696	-1.9482472	-3.546857	0.1864779	1.4911735
GATS	1.0166306	-0.3796568	0.18211031	0.30961084	-2.2023149	-1.4497151	-0.18211031	0.8052039
GATSL3	0.26058197	0.13696003	-0.4190693	-1.1001558	-1.2441216	-0.13696003	1.643908	0.5815964
GBA	-0.119674206	-0.83233404	-0.40524244	-0.3875985	0.119674206	0.75313807	1.3145638	0.9002538
GBA2	-1.1026535	0.50499773	1.0971832	-0.29389572	-0.45446968	-1.2536335	0.29389572	1.3434157
GBA3	7.662191	3.4116144	-0.5199981	-0.15465117	-0.21514034	-0.47342825	0.23110247	0.15465117
GBAP	0.005897045	-1.1692972	-0.005897045	-0.9307103	-0.22933531	1.1789203	0.9947195	0.3864355
GBAS	-0.17590237	-0.528039	0.96415997	0.8228102	-0.23516846	0.17590237	-0.9097543	0.56026745
GBE1	-0.25047898	0.09136224	0.82253623	0.1790216	0.58506083	-0.09136224	-0.16445518	-0.6441252
GBF1	0.012655497	0.58149314	-0.5872762	-0.0725553	0.104583025	0.12894464	-0.012655497	-0.34214187
GBGT1	-1.1019068	0.7467232	-1.5833263	-1.4725928	0.08326721	0.011372566	-0.011372566	0.5251355
GBP1	1.0012608	1.5395799	-3.0758538	-3.3578625	3.7304387	1.0384202	-1.0012608	-3.0567732
GBP2	-0.42171025	-0.13944697	-1.376888	-1.3802545	1.1263077	0.29461503	0.13944697	0.19311643
GBP3	0.31837296	-1.5933282	1.6699278	1.032018	0.6409781	-0.3682058	-0.31837296	-2.7231948
GBP4	2.3264666	2.9687715	-1.5818253	-2.4609518	2.7464323	-0.92312574	0.92312574	-1.7633743
GBP5	2.2961385	4.5002985	-3.3884847	-3.061426	4.977229	-0.86850095	0.86850095	-2.7683508
GBP6	0.3235159	0.30862188	-2.2829828	-1.6271944	-0.45647526	-0.111284256	0.18755484	0.111284256
GBP7	1.8807602	3.349975	-0.79993486	-0.14796352	-0.70192146	-0.56637764	0.26781368	0.14796352
GBX1	1.9233098	3.6053252	-0.7664237	-0.13661051	-0.68806076	-0.4481411	0.18950367	0.13661098
GBX2	0.91457987	2.206977	-1.9912667	-1.3100343	0.8167701	0.9673743	-0.8167701	-0.8759246
GC	6.8848634	3.215928	-0.8674245	-0.15198183	-0.7098632	-0.60321283	0.19320107	0.15198183
GCA	0.64286995	0.38869905	0.29261303	1.0077143	-0.29261303	-0.6806259	-1.1866269	-1.2993383
GCAT	-0.5388622	-0.5616946	-0.84466696	-0.16840982	0.16840982	0.2999711	1.1202464	1.8568697
GCC1	-0.35680056	-1.9242291	0.20620441	0.06151867	-0.35422897	-0.06151867	0.16696882	0.8224001
GCC2	1.8456111	-0.22931528	1.4793792	2.0368896	0.011149883	-0.52365875	-0.32416725	-0.011149883
GCDH	-0.38924885	0.75461674	-0.116166115	0.116166115	-0.1397934	-0.22085571	1.1418853	2.6722689
GCET2	0.001298666	3.5235503	-2.162731	-2.1861975	1.0128233	1.086242	-0.08155131	-0.001298666
GCG	0.55624676	1.7208409	-1.3834023	-1.9083414	-0.37856913	0.25262737	-0.038866997	0.038866997
GCGR	1.4461696	1.7672293	-2.3872306	-1.7351849	-1.6433594	-0.88217044	1.1338699	0.88217044
GCH1	-0.47507715	0.24479866	0.25012589	0.16868162	0.016064644	-0.51489973	-0.016064644	-1.7407651
GCHFR	-0.66523814	0.098526716	-0.3770702	-0.13090587	-0.098526716	0.19825864	1.6059196	1.8144543
GCK	0.015772104	1.4749086	-0.015772104	0.6955612	-0.16289783	-0.06090331	0.8943031	-0.030138254
GCKR	1.9103298	3.267901	-0.81339264	-0.18510914	-0.49970913	-0.29221392	0.18510914	0.24106646
GCLC	0.36459255	-1.8301826	0.07854748	-0.07854748	-1.0778961	-2.722043	0.27766085	3.6653662
GCLM	-1.2061348	0.57001925	0.23360825	-0.23360825	-0.86843395	-0.5853138	0.26108122	1.6233883
GCM1	-1.6012583	-0.19177389	-3.4121122	-2.7577739	0.19177389	0.664803	0.45036745	0.6272249
GCM2	2.1646109	3.3373742	-0.77855396	-0.13646173	-0.681386	-0.53821754	0.2045474	0.13646126
GCN1L1	-0.58119535	0.25567532	0.28923464	0.69128084	0.11054182	-0.32713556	-0.4012251	-0.11054182
GCNT1	3.7684126	0.41903496	2.659668	1.4633913	-0.41903496	-1.9338841	-0.6480727	-2.6783438
GCNT2	0.019798756	1.3391151	-2.776667	-1.703228	-0.019798756	0.020689964	-0.85373473	0.63926363
GCNT3	3.6773243	3.5315623	1.130724	-1.130724	-2.8658333	-2.7695408	3.3189216	-2.0631232
GCNT4	1.8743911	3.2928414	-0.8718362	-0.21580362	-0.73448133	-0.2688203	0.21580362	0.25089312
GCNT6	1.860569	3.0196862	-1.0481682	-0.3625226	2.387484	-0.643219	0.03648758	-0.03648758
GCNT7	1.9910903	3.392465	-0.8157611	-0.16249657	-0.5862675	-0.37760448	0.22000694	0.16249657
GCOM1	0.1753521	0.10539341	0.044631958	-0.044631958	-0.53757095	-0.5785675	0.5494256	-0.69326496
GCSH	-0.44917297	-0.766335	-0.33766747	0.46695328	0.6059828	0.33766747	-0.4437909	0.45174503
GDA	-0.22845793	1.1266184	1.2533484	0.18719101	-4.770706	-3.0966012	-0.18719101	0.6513133
GDAP1	0.819777	2.8412142	-1.9193058	-0.44967318	0.44967318	0.94230795	-0.7716565	-0.71576643
GDAP1L1	1.699657	2.9505992	-0.6977596	-0.41867542	-0.31023884	0.09646225	0.03998804	-0.03998804
GDAP2	-1.6886337	-0.2181642	0.21755528	-0.7503927	1.0317271	1.0416286	0.28592277	-0.21755528
GDE1	-0.558795	-1.63343	0.8677721	1.164093	0.26551247	0.38570976	-0.43479013	-0.26551247
GDEP	1.8773074	3.3496013	-0.8176899	-0.11424875	-0.7169514	-0.5384512	0.12721634	0.114248276
GDF1	0.9064617	2.3019433	-1.8037992	-0.8190079	-0.88970566	-1.5240798	1.0563054	0.81900835
GDF10	2.280846	3.2099414	-0.8221655	-0.26608706	-0.69403553	-0.6163902	1.4595575	0.26608753
GDF11	-1.0266771	0.17683697	-0.9335356	-1.2182508	1.144361	0.18880892	-0.17683697	0.9387965
GDF15	0.46071267	-1.8917167	4.0451736	4.979437	-2.1965435	-4.404602	-0.46071267	2.6646388
GDF2	1.9257278	3.2438426	-0.8962021	-0.1790185	-0.704566	-0.1248126	0.16685867	0.124812126
GDF3	1.9107046	3.245391	-0.76580954	-0.12524462	-0.7162242	-0.5835166	0.16763926	0.12524462
GDF5	0.7286482	2.1177983	-0.011693001	0.011693001	-0.39769077	-0.17245483	0.38750505	-1.011919
GDF6	1.2554936	2.8176365	-1.4449983	-0.80447817	1.5628552	0.47046995	-0.47046995	-0.52210426
GDF7	0.7342503	2.0752351	0.007674456	-0.8612335	-1.8676217	-1.7282808	0.085024595	-0.007674456
GDF9	1.9228859	3.3457298	-0.360847	-0.12626886	-0.6742177	-0.5192094	0.19212914	0.12626886
GDI1	-0.5074878	-0.20869064	-0.7181115	-0.5839	0.4831481	0.69421434	0.20869064	0.6415372
GDI2	-0.1597755	0.09771991	-0.15525126	0.11457944	-0.09771991	-0.20317721	0.23118567	0.7608044
GDNF	2.1483507	3.3991303	-0.80101776	-0.14852953	-0.25252914	-0.3589177	0.3179388	0.14853
GDPD1	1.572217	3.1857162	-0.09693766	-0.5195298	-1.0894575	0.09693718	-0.14336014	0.56796217
GDPD2	0.62781215	1.9998786	0.26729465	-1.3941829	-0.25681043	0.25681043	-1.0937889	-1.1111372
GDPD3	-2.072436	-0.5612185	0.5612185	1.3593953	-2.354902	1.3231122	3.7018545	-2.3575776
GDPD4	1.7853389	3.2522163	-0.38434744	-0.2544322	-0.30278778	-0.012564659	0.15946293	0.012564659
GDPD5	0.30047297	1.5396097	0.40056062	-0.17211318	-0.65778327	-0.2643807	0.17211318	-0.7889855
GEFT	0.9855747	2.2864528	0.032711983	-1.2058821	-0.032711506	-0.6686568	0.08072829	-0.90270233
GEM	2.6704347	-0.04675746	-0.056028605	0.04675746	0.4477613	-1.81973	0.34466338	-3.2350047
GEMIN4	-1.0085692	-0.47085524	-0.1642232	0.023400784	-0.023400784	0.21183157	0.21655655	1.3811584
GEMIN5	-0.9291792	-0.15920877	-0.064359665	0.064359665	0.49448013	0.5117731	-0.5392699	0.24403858
GEMIN6	-0.23760891	0.5493207	-0.21392632	0.21392632	0.4901724	0.2927971	-0.80279684	-0.3721981
GEMIN7	-0.8929324	1.3080254	-0.9595752	-0.22968626	0.52507734	0.41045618	-0.58735466	0.22968626
GEMIN8	-0.23546767	-0.35635686	1.0596659	0.38394666	0.21568894	0.58363557	-0.21568894	-1.3741839
GEN1	-1.5398979	1.1908236	0.9306612	1.6839075	-0.26933098	-0.5502744	0.26933098	-0.81509256
GFAP	2.33116	3.3122096	-0.8201151	-0.1712985	-0.6280632	-0.4644642	0.22724009	0.17129898
GFER	-0.34696388	0.3837843	-0.017541885	0.017541885	0.33742237	0.39526606	-0.5455613	-0.878561
GFI1	1.6731377	3.005125	0.5171833	1.988442	-0.5171833	-2.2210302	-1.2254095	-1.4510593
GFI1B	0.38797593	0.44722724	-1.8265455	-3.1406734	0.78606105	1.1856606	-0.38797593	-0.5223348
GFM1	-1.3807733	-0.07916856	-0.33631778	0.07916856	0.14563298	0.508713	-1.1948454	0.65197015
GFM2	-0.5356116	-0.314075	0.45998335	0.28104353	0.5913539	0.45748186	-0.6202316	-0.28104353
GFOD1	0.10757518	0.21948266	-1.8074305	-1.75966	-0.36491323	0.07750964	-0.07750964	0.51805854
GFOD2	-0.7014947	-0.34260035	-0.5879283	-0.3303523	0.3303523	0.9160285	0.931098	0.759315
GFPT1	1.4713914	-1.3554966	1.3869665	1.4696596	-0.22182107	-0.22894692	-0.11980319	0.11980319
GFPT2	0.5023544	-0.109862566	-4.2123766	-3.5769274	2.0775988	1.5799086	0.109862566	-1.2077906
GFRA1	1.9106748	0.42023492	-2.005182	-2.078839	1.6974361	1.4530103	-0.42023492	-1.605344
GFRA2	5.0778213	1.4263048	-0.5194464	-1.0578637	0.35061884	-0.35061884	2.3160372	-0.8397906
GFRA3	0.6032288	-0.62546134	-2.4230702	-3.289839	-0.44209933	0.44209933	2.7095063	2.4977376
GFRA4	-0.4736545	1.0700881	-0.7576668	-1.400428	0.9309957	0.27036643	0.14547229	-0.14547229
GFRAL	1.9386797	3.4165187	-0.7822714	-0.13641071	-0.7347069	-0.5915394	0.22393751	0.13641119
GGA1	-0.2275989	0.7887161	0.60091996	1.2575486	-1.0881326	-1.0393989	0.2275989	-0.522064
GGA2	-0.18712878	1.3509605	-0.18055034	0.82876325	0.14158273	0.5564835	-0.14158273	-0.3834827
GGA3	-1.1541722	0.7143862	0.13027835	0.178828	-0.89332795	-0.4861672	-0.1143415	0.1143415
GGCT	-0.87668896	-0.6197238	0.50404644	1.1233034	-0.019226074	0.019226074	-0.27031946	0.6907368
GGCX	-0.4521122	-1.4515114	-1.497436	-2.4076715	0.8961425	1.183083	0.4521122	1.1042991
GGH	-1.4146786	-0.4171481	2.1644335	1.3944912	0.4171486	0.41823673	-0.5759406	-0.43701267
GGN	-0.3517673	0.9973619	0.057396173	0.3276999	-0.29497552	0.24769568	-0.10132527	-0.057396173
GGNBP1	-0.4074843	0.91170716	-1.7535517	-2.4630415	-0.279083	0.8243334	0.579911	0.279083
GGNBP2	-0.09461498	0.110332966	0.30252743	0.09461498	-0.41950703	-0.23905754	-0.10074854	1.1938124
GGPS1	0.37320328	1.8405924	0.059559345	-0.2891488	-0.48500872	1.4102368	-1.3392425	-0.059559345
GGT1	0.42537594	0.8311229	0.84736156	-0.8465438	-0.6275592	-0.22013283	-0.41829967	0.22013283
GGT3P	0.3233955	0.7367933	1.7539861	-0.47847867	0.0948174	-0.0948174	-0.43785262	-0.3586576
GGT5	5.7593174	1.1088965	-2.3333404	-1.7614405	3.8051746	-1.1088965	3.0586464	-1.1673014
GGT6	-0.81143	-1.3845935	1.7713642	1.0926247	-1.5459185	-0.24064016	1.4076829	0.24064016
GGT7	1.3378866	1.7718432	-0.18628287	-0.123595	0.1087358	-0.35284543	-0.1087358	1.1215723
GGT8P	1.4624228	2.7844625	1.8455391	0.32135344	-1.1373901	-1.0151243	-0.3239212	-0.32135296
GGTA1	5.1266327	1.725718	-2.4266696	-1.7503977	1.3521719	-2.1678681	4.1016755	-1.3521719
GGTLC1	0.9776933	1.6942456	1.4928796	0.77550197	-0.77550197	-0.90157294	-2.4039667	-1.1468766
GGTLC2	0.657418	0.95630956	1.5689785	0.20449662	-0.20449662	-0.29707074	-1.2022889	-0.60500693
GH1	0.8073659	2.1982913	-1.2327657	-0.9400058	-0.14273453	0.7533326	-0.4491129	0.14273453
GH2	1.9799795	3.334876	-0.81585455	-0.18308687	-0.7206392	-0.60733604	0.26274252	0.18308687
GHDC	0.016052723	0.46172237	-0.016052723	0.43450785	0.27669287	-0.19506788	-0.32476902	-0.07213545
GHITM	-0.08485842	-0.39976025	0.04700136	0.20403814	0.10011625	0.19012213	-0.41433144	-0.04700136
GHR	0.3754294	1.2205317	-2.9918015	-2.3527415	0.25427413	-0.25427413	-0.7527602	0.7056105
GHRH	0.9474478	2.2604294	-1.6675067	-1.1485286	-1.6876693	-0.28469896	0.82991076	0.28469896
GHRHR	1.6289377	3.3110623	-0.22810507	-0.48657036	-0.86776733	0.73056364	-0.13995504	0.13995552
GHRL	8.151955	2.7472348	-0.61800146	0.2547431	-1.062665	-1.0849767	1.6194568	-0.2547431
GHRLOS	-1.072748	0.35435033	0.85810256	0.77464604	-1.2583029	-1.1196015	-0.21416831	0.21416831
GHSR	0.15650082	1.2340364	0.52994347	-0.15650082	-0.47658968	0.48440886	-0.36482286	-1.0499387
GIF	1.8932261	3.1905012	-0.7976327	-0.11055803	-0.7098937	-0.5755048	0.14147806	0.11055803
GIGYF1	-0.4971788	0.75907826	0.118213415	-0.118213415	-0.24871612	-0.5248296	0.41049457	0.42998052
GIGYF2	0.41113377	0.1619401	0.059682846	0.22619438	-0.059682846	-0.10716629	-0.11372042	-0.90891266
GIMAP1	4.89506	1.6481018	-2.5553446	-1.8512998	2.2802076	-2.2604475	2.2081566	-1.6481018
GIMAP2	1.9090254	-0.054068804	1.4989817	0.054068804	0.6386683	-0.6124532	-1.4074872	-4.1266346
GIMAP4	5.684828	1.5427225	-2.5608623	-1.8991792	2.2439954	-2.1196077	1.9896371	-1.5427225
GIMAP5	4.9631977	1.5804112	-2.605213	-1.9487164	2.1822894	-2.3059409	1.7752917	-1.5804112
GIMAP6	5.1979465	2.9172018	-2.591694	-1.9717495	1.9729154	-2.473993	1.7504909	-1.7504909
GIMAP7	6.5291276	1.6399202	-2.6247067	-1.9647045	2.5177693	-2.2004805	2.6737056	-1.6399202
GIMAP8	4.087872	1.9257393	-2.2520003	-1.5810647	1.2283783	-1.785522	1.2835569	-1.2283783
GIN1	-0.0967319	0.95614123	0.0967319	-0.67102027	0.6023314	0.2470777	-0.5231402	-0.28904462
GINS1	-1.6075721	-0.28110123	-0.04525423	0.04525423	1.0672927	0.7129407	-0.46806812	0.5250068
GINS2	-1.5521016	1.0311193	-0.5415311	0.34901476	0.67042303	0.124556065	-0.4563341	-0.124556065
GINS3	-1.2881091	-0.15378642	-0.75959134	-0.74747586	0.21629214	0.15378642	1.563247	2.2009695
GINS4	-1.8791265	0.5617604	-0.40056562	-0.16076612	0.7909026	0.28574896	-0.49891472	0.16076612
GIP	7.8610144	2.7143502	-1.4217596	-0.7616129	-0.516901	0.4833467	-0.011867523	0.011867046
GIPC1	-1.2576437	-2.848949	0.32716465	0.8488779	-1.219738	-0.32716465	1.2141957	1.1000443
GIPC2	1.3431458	0.81927204	1.1597161	1.1141071	-3.0298295	-0.81927204	-2.2256727	-2.2722974
GIPC3	1.6492448	3.1543431	0.088905334	0.15271807	-0.9667592	-0.6513939	-0.08890581	-0.11819649
GIPR	-0.36367512	0.41627312	0.52461433	0.09659195	-0.21674967	0.06344795	-0.6362481	-0.06344795
GIT1	-0.41777253	1.0022819	0.06337714	-0.06337714	-0.10310817	0.13333106	-0.13772416	1.7862527
GIT2	1.2845142	1.1590197	-0.54065347	-0.8899596	0.18550086	-0.51032805	0.21955276	-0.18550086
GIYD1	-0.035242796	0.043647528	-0.4829681	0.58460164	-0.13905501	0.3383906	0.035242796	-0.5300243
GJA1	-0.18067336	-2.4048016	-0.6391027	-1.6957786	3.589906	4.7381897	0.18067336	1.1054671
GJA10	1.4561601	2.911943	-1.2775812	-0.65005493	0.2908864	1.7468052	-0.29088688	-0.35602474
GJA3	0.11451578	1.3965149	-2.6061482	-1.9846659	-0.11451578	1.4178147	-0.4570942	0.83386993
GJA4	3.2688954	1.427624	-1.8446085	-1.8207433	1.0923822	-2.4360235	1.0716803	-1.0716803
GJA5	1.4993076	2.801889	-1.2555995	-0.54764557	0.43176365	-1.0100155	0.25975227	-0.25975227
GJA8	1.4157372	2.997274	0.026639462	-0.1963582	-0.87479496	0.20301294	-0.026639462	-0.357399
GJA9	1.7394719	3.2427144	0.0802331	-0.3923974	-0.8932018	-0.67653084	0.81500435	-0.08023262
GJB1	2.2749877	0.972476	2.8396544	1.7600818	-2.9581103	-2.8499193	-0.972476	-2.111443
GJB2	-0.8648386	-3.8438535	-1.5026541	-1.3795204	2.2329168	4.661417	2.2581487	0.8648386
GJB3	-3.8106294	-2.3130512	-0.12308836	-0.6689267	0.12308836	0.76377153	1.4129734	1.3527894
GJB4	-2.3123703	-0.6115527	1.259798	0.2943926	-0.2943926	-0.35033798	0.6288767	1.2804813
GJB5	-2.7322404	-1.1904962	-3.3120744	-4.762767	1.1904962	1.8316228	3.3061745	2.858463
GJB6	-3.0017931	-1.5710208	-5.726906	-5.0642357	1.5710208	4.7070704	2.2731278	3.6301916
GJB7	-0.14371467	1.214956	-2.9940412	-2.3273332	0.14371467	0.5929215	-0.24537826	1.9909132
GJC1	2.684253	0.004761457	-3.7825568	-1.7034109	1.5187142	-0.55504346	0.56899047	-0.004761457
GJC2	0.346601	-1.7085924	2.0233798	1.8067565	0.1392436	-0.1392436	-1.9939966	-3.2089477
GJC3	0.7453611	2.2459142	-0.5073912	0.25491452	0.23190856	-0.23190856	-1.0007246	-1.0628965
GJD2	1.9461856	3.5669394	-0.7688832	-0.14932585	-0.6973901	-0.49354553	0.21268272	0.14932585
GJD3	3.007266	0.7896533	-1.7301135	-1.8231792	2.3367958	-0.6531029	0.6447816	-0.6447816
GJD4	-0.91470504	1.1890028	0.6082604	0.23836064	-0.5744026	-0.32880187	-0.21726823	0.21726823
GK	0.081709385	2.4661894	-0.7061682	-0.88375187	-0.013027191	0.013027191	0.69991016	-0.48993254
GK2	1.947042	3.5689783	-0.75880575	-0.14738035	-0.6791978	-0.45508242	0.19704008	0.14738035
GK5	-0.30774117	1.3456264	1.5519428	0.95412254	-0.8628206	0.30774117	-2.0236664	-0.7818625
GKAP1	-0.14248681	1.9076965	0.58122325	0.043504	0.13306022	-0.043504	-0.78955483	-3.0009272
GKN1	1.9026513	4.42169	-0.8059716	-0.105489254	-0.30273628	-0.48324633	0.16652727	0.105489254
GKN2	1.9534931	3.4364142	-0.7854357	-0.1421256	-0.7356186	-0.59705925	0.24603128	0.14212608
GLA	0.06736517	-0.3359213	-0.43770266	-0.46096563	0.14469671	-0.06736517	0.3781643	1.3374896
GLB1	-0.21402788	-1.498446	1.3165288	0.48021936	0.19061232	0.06689882	-0.32151318	-0.06689882
GLB1L	0.16136599	0.2657447	0.02440548	-0.20377874	0.577436	-0.02440548	-1.5653996	-2.0573292
GLB1L2	-0.07128286	0.08192253	2.4423003	2.3073716	0.07128286	-0.69107246	-0.5664797	-3.177155
GLB1L3	1.7542558	3.4111753	-0.9542084	2.5276818	-0.89587927	-0.69734573	0.037457466	-0.037457466
GLCCI1	1.8505962	2.9145148	0.34187388	0.80207896	-0.89631677	-2.8864167	-0.34187388	-0.40638757
GLCE	0.02801752	-0.8244643	2.1791973	1.7860603	-0.85783195	-0.26051188	-0.02801752	0.039639473
GLDC	3.4505582	4.6345186	-2.1765924	-1.5296817	3.2229185	0.93317366	-0.93317366	-1.2057137
GLDN	1.7134256	3.2272935	-1.0293026	-0.003330708	-0.97087383	0.2627139	0.003331184	-0.09558344
GLE1	-0.51220465	0.7764931	-1.24E-05	-0.5450063	1.24E-05	0.15570307	-0.29699612	0.19300413
GLG1	-0.29327965	-1.0229106	-0.14971542	0.083426476	0.3524809	-0.06748772	0.06748819	1.036437
GLI1	3.9119465	1.758106	-2.426841	-1.758106	-2.216562	-1.8595407	1.7834923	3.6546967
GLI2	0.81729436	2.2738192	-1.7405436	-1.2826111	-1.178293	-0.81729436	1.9078372	2.5190265
GLI3	2.4457023	-0.9867742	-0.6919415	-0.59808993	1.9426725	1.8334854	0.57224965	-0.57224965
GLI4	-0.566483	0.7903652	-0.7099185	0.009129047	-0.7199693	-0.009129047	0.61227417	0.63071203
GLIPR1	-0.1832459	0.38383365	-0.76833224	0.1832459	0.96671987	1.3111479	-2.076615	-2.830259
GLIPR1L1	1.9230714	3.5228014	-0.79867697	-0.12657642	-0.67695856	-0.44474792	0.17940283	0.12657642
GLIPR1L2	1.9602809	3.3536754	-0.49189568	-0.13976097	-0.64784193	-0.47494555	0.19227362	0.13976097
GLIPR2	2.9095666	1.8696797	-4.143773	-2.5328915	1.2946784	-1.4175336	0.038356066	-0.038356066
GLIS1	0.65790915	-0.029472113	-2.8038013	-3.6512148	1.1516588	1.1841695	-0.9413531	0.029472113
GLIS2	0.2504561	-0.00642705	0.00642705	-1.6947014	2.414613	2.4318202	-1.0333416	-2.573158
GLIS3	1.6864038	3.8774586	0.9567175	0.04090643	-0.9220233	-0.6968398	-0.04090643	-0.085763454
GLMN	-0.12602186	0.65138674	0.2650752	-0.19295502	-0.18393373	-0.09665203	0.09665203	1.3548288
GLO1	-1.4357455	0.319165	-0.8936012	-0.79485965	1.5609972	0.85591435	-0.3164742	0.3164742
GLOD4	-0.12429857	0.2691946	0.61684656	1.2079244	-0.25707865	-0.114778996	-0.1887722	0.114778996
